Fund,Department,Division,Account,Amount,Current,Revenue,Annotation
General Fund,IT Strategy & Planning,Direct Expenses,Copier Maintenance/Impressions,389,30000,false,0
General Fund,Police Field Operations,Direct Expenses,Office Supplies,-16450,30000,false,0
General Fund,Police Field Operations,Direct Expenses,Operational & Maint Supplies,-10000,30000,false,0
General Fund,Stormwater Street Maintenance,Direct Expenses,Cellular/Wireless Voice Lines,0,30000,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Direct Expenses,Backstage Oper & Maint Supply,30000,30000,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Employee Benefits,Employee Benefits,0,30000,false,0
Rcc/Pac Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/PAC Event Labor,0,30000,false,0
Rcc/Pac Operations Fund,RCC Facility,Miscellaneous,Advertising,0,30000,false,0
General Fund,Fire Adm,Non-Program Revenues,Fire false Alarm Fee,-5000,30000,true,0
General Fund,Inspections,Non-Program Revenues,Commerical Review Fee,5079,30000,true,0
General Fund,PRCR - Business Process Mgmt,Non-Program Revenues,School Based Program Fees,0,30000,true,0
Revolving Fund,Community Svcs,Citizen Involvment,Approp From Prior Year,0,30000,true,0
Revolving Fund,PRCR - Recreation,Adventure Camps,Donations/Contributions,-7000,30000,true,0
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Expense Allowance,0,30080,false,0
General Fund,PRCR - Parks - Highway Maint,Direct Expenses,Equipment Repair Parts,30107,30107,false,0
SWS Operating Fund,Solid Waste Admin,Miscellaneous,Training & Travel & Reg,7220,30191,false,0
General Fund,Neighborhood Code Enforcement,Miscellaneous,Postage - Dept Charges,30221,30221,false,0
General Fund,Internal Audit Office,Employee Benefits,Health Insurance,1128,30276,false,0
General Fund,Purchasing,Employee Benefits,Retirement,-25.7,30294.88,false,0
General Fund,Information Technology Admin,Salaries and Wages,Salaries-Pt Temp/Seasonal,-90988,30300,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Miscellaneous,Promotions,21050.76,30450.76,false,0
General Fund,PRCR - Recreation,Capital Equipment,Athletic/Exercise Equip,30500,30500,false,0
Stormwater Utility Fund,Stormwater Management,Miscellaneous,Advertising,2000,30500,false,0
General Fund,City Clerk,Employee Benefits,Health Insurance,2208,30600,false,0
Revolving Fund,PRCR - Recreation,Direct Expenses,Repairs-Other Equip,103.5,30692,false,0
Public Utilities Fund,PU Facilities Support,Salaries and Wages,Salaries-Ot For Ft Staff,0,30720,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Employee Benefits,Supplemental Retirement,6000.8,30864.35,false,0
General Fund,Fire Support Svcs,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,0,30892,false,0
Grants Fund,Public Works-Transportaion,Employee Benefits,Social Security,30907,30907,false,0
General Fund,Development Services,Direct Expenses,Contractual Svcs-Other,5000,31000,false,0
Public Utilities Fund,PU Facilities Support,Direct Expenses,Small Equipment,3000,31000,false,0
General Fund,Stormwater Street Maintenance,Employee Benefits,Supplemental Retirement,-9462.27,31001.2,false,0
General Fund,PRCR - Recreation-School Based,Employee Benefits,Retirement,-244.94,31033.55,false,0
General Fund,City Attorney,Employee Benefits,Medicare,2418.15,31209.79,false,0
General Fund,Development Services,Direct Expenses,Computer Lease,4875,31425,false,0
Rcc/Pac Operations Fund,RCC Facility,Salaries and Wages,Holiday Pay,0,31570,false,0
General Fund,PRCR - F&O - Park Fac Maint,Direct Expenses,Computer Lease,7502,31604,false,0
General Fund,Office of Economic Development,Employee Benefits,Retirement,65.27,31617.61,false,0
General Fund,Emergency Communications,Direct Expenses,Service Contracts-Other,0,31640,false,0
General Fund,Public Affairs-RTN,Direct Expenses,Repairs-Other Equip,0,31750,false,0
Public Utilities Fund,Resource Recovery,Direct Expenses,Uniforms,0,31775,false,0
Rcc/Pac Operations Fund,RCC Facility,Employee Benefits,Dental Insurance,7191.69,31886.01,false,0
General Fund,Police Administrative Services,Direct Expenses,Small Equipment,0,32000,false,0
General Fund,Police Special Operations,Miscellaneous,Training & Travel & Reg,0,32000,false,0
Public Utilities Fund,Public Utilities-Spec Appropri,Other Expense,Penalty Pmts Due Wcpss (90% Of,0,32000,false,0
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Inspect-Prop Civil Citations,0,32000,true,0
General Fund,PRCR - F&O - City Fac Maint,Employee Benefits,Medicare,6598.26,32066.06,false,0
Stormwater Utility Fund,Stormwater Management,Miscellaneous,Training & Travel & Reg,-2500,32200,false,0
General Fund,IT Application Support,Employee Benefits,Medicare,3225.02,32236.37,false,0
Public Utilities Fund,PU Water Distribution,Direct Expenses,Uniforms,540,32290,false,0
SWS Operating Fund,Solid Waste Admin,Salaries and Wages,Salaries-Pt Temp/Seasonal,32320,32320,false,0
General Fund,Development Services,Employee Benefits,Dental Insurance,10690.16,32432.64,false,0
SWS Operating Fund,Solid Waste Admin,Direct Expenses,Vehicle Maint & Operation,17178,32500,false,0
General Fund,City Attorney,Salaries and Wages,Longevity,4763.87,32528.36,false,0
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 310 W/S Reimb,0,32563,false,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 410 for W/S Reimb,0,32563,true,0
General Fund,Transportation Field Services,Direct Expenses,Computer Lease,-2527,32821,false,0
General Fund,Development Services,Miscellaneous,Training & Travel & Reg,16690,32840,false,0
Public Utilities Fund,PU Water Distribution,Employee Benefits,Retirement Temp,0,32841.35,false,0
Revolving Fund,PRCR - Recreation,Employee Benefits,Medicare Temp,-2592.25,32922.84,false,0
General Fund,Office of Sustainability,Employee Benefits,Health Insurance,2964,32964,false,0
General Fund,Finance Administration,Miscellaneous,Postage - Dept Charges,0,33000,false,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Wireless Data Comm,-810,33023,false,0
General Fund,Office of the Fire Marshall,Salaries and Wages,Longevity,4261.2,33046.33,false,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Computer Lease,-109,33141,false,0
General Fund,Special Appropriations,Other Expense,To ISF-Prop/Liab Claims,-11436,33147,false,0
Public Utilities Fund,PU Water Distribution,Direct Expenses,Lease-Equipment,0,33156,false,0
SWS Operating Fund,Solid Waste Admin,Direct Expenses,Computer Operations & Access,200,33275,false,0
Public Utilities Fund,PU Capital Improvement Mgmt,Salaries and Wages,Longevity,9280.01,33397.61,false,0
Public Utilities Fund,PU Water Plant,Miscellaneous,Training & Travel & Reg,0,33400,false,0
General Fund,Neighborhood Code Enforcement,Salaries and Wages,Longevity,4363.26,33423.36,false,0
General Fund,Fire Training,Miscellaneous,Training & Travel & Reg,7000,33530,false,0
SWS Operating Fund,Solid Waste Yardwaste Ctr,Salaries and Wages,Salaries-Ot For Ft Staff,8600,33600,false,0
E 911 State Tax Fund-Operating,Emergency Communications,Employee Benefits,Health Insurance,-11354.88,33609.12,false,0
Parking Facilities Fund-Operat,Parking Operations,Direct Expenses,Motor Fuels & Lubricants,-6073.65,33622,false,0
General Fund,Office of the Fire Marshall,Employee Benefits,Medicare,2633.98,33656.02,false,0
Rcc/Pac Operations Fund,RCC Facility,Employee Benefits,Retirement Temp,0,33688.5,false,0
Public Utilities Fund,PU Utility Billing,Direct Expenses,Computer Lease,3574,33703,false,0
General Fund,Human Resources,Miscellaneous,Training & Travel & Reg,-95,34000,false,0
General Fund,PRCR - Business Process Mgmt,Miscellaneous,Postage - Dept Charges,0,34000,false,0
Parking Facilities Fund-Operat,Parking Operations,Direct Expenses,Computer Operations & Access,0,34000,false,0
Public Utilities Fund,PU Facilities Support,Direct Expenses,Rental-Real Property,0,34000,false,0
Public Utilities Fund,PU Utility Billing,Miscellaneous,Training & Travel & Reg,0,34000,false,0
Public Utilities Fund,PU Water Distribution,Miscellaneous,Professional Certification,0,34000,false,0
Stormwater Utility Fund,Stormwater Management,Direct Expenses,Motor Fuels & Lubricants,1222,34000,false,0
Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium,Donations/Contributions,0,34000,true,0
Rcc/Pac Operations Fund,RCC Facility,Direct Expenses,Cellular/Wireless Voice Lines,-1175,34100,false,0
General Fund,Police Special Operations,Employee Benefits,FICA Temp,0,34104.96,false,0
Public Utilities Fund,PU Sewer Maintenance,Employee Benefits,Retirement Temp,0,34337.2,false,0
General Fund,Transportation Field Services,Direct Expenses,Uniforms,-4000,34360,false,0
Stormwater Utility Fund,Stormwater Management,Employee Benefits,Dental Insurance,6086.2,34496.04,false,0
General Fund,Accounting & Fin Reporting,Employee Benefits,Supplemental Retirement,-2052.68,34497.68,false,0
Public Utilities Fund,PU Capital Improvement Mgmt,Direct Expenses,Motor Fuels & Lubricants,1386,34636,false,0
Public Utilities Fund,PU Utility Billing,Employee Benefits,Medicare,1038.71,34733.19,false,0
General Fund,Police Detective Division,Employee Benefits,FICA Temp,2126.42,34930.49,false,0
General Fund,PRCR - Parks - Urban Trees,Direct Expenses,Contractual Svcs-Other,0,34988,false,0
General Fund,Fire Adm,Other Expense,To ISF-Prop/Liab Claims,-2490,34991,false,0
General Fund,City Clerk,Miscellaneous,Advertising,0,35000,false,0
General Fund,Police Administrative Services,Miscellaneous,Licenses/Dues & Publications,0,35000,false,0
General Fund,Transportation Field Services,Direct Expenses,Small Equipment,-12500,35000,false,0
Public Utilities Fund,PU Sewer Maintenance,Miscellaneous,Professional Certification,0,35000,false,0
Public Utilities Fund,PU Water Plant,Capital Equipment,Lab&Test Equip,-6000,35000,false,0
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Unemployment,0,35000,false,0
Rcc/Pac Operations Fund,RCC Downtown Amphitheatre,Direct Expenses,Rental-Equipment,0,35000,false,0
Rcc/Pac Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Miscellaneous Exp,5000,35000,false,0
Stormwater Utility Fund,Stormwater Management,Direct Expenses,Property Maintenance,25000,35000,false,0
General Fund,PRCR - F&O - Park Fac Maint,Non-Program Revenues,Fees/Sales,0,35000,true,0
SWS Operating Fund,Solid Waste Admin,Non-Program Revenues,Special Loads & Chipper,7000,35000,true,0
General Fund,PRCR - Resources,Employee Benefits,Medicare,1852.98,35017.99,false,0
General Fund,Neighborhood Code Enforcement,Direct Expenses,Contractual Svcs-Other,-4915,35085,false,0
Grants Fund,Public Works-Transportaion,Employee Benefits,Retirement,35129,35129,false,0
General Fund,PRCR - Recreation,Miscellaneous,Mileage Reimb,-250,35217,false,0
General Fund,Emergency Communications,Miscellaneous,Organization Dev & Training,28340,35434,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Other Expense,To Isf-Sir Workers Comp,-7266,35479,false,0
General Fund,Planning,Direct Expenses,Office Supplies,-12550,35550,false,0
General Fund,PRCR - Strategic Plan & Devel,Salaries and Wages,Salaries-Pt Temp/Seasonal,353,35653,false,0
Public Utilities Fund,PU Water Plant,Salaries and Wages,Holiday Pay,1024,35840,false,0
General Fund,Stormwater Street Maintenance,Other Expense,To Isf-Sir Workers Comp,-4701,35929,false,0
General Fund,Planning,Employee Benefits,Dental Insurance,7273.76,35964.16,false,0
Rcc/Pac Debt Svc Fund,Treasury Office,Direct Expenses,Trustee Escrow Agent Expense,0,36000,false,0
Public Utilities Fund,PU Water Distribution,Miscellaneous,Training & Travel & Reg,0,36034,false,0
General Fund,PRCR - Parks - Urban Trees,Salaries and Wages,Salaries-Ot For Ft Staff,0,36038,false,0
General Fund,Transportation Field Services,Direct Expenses,Wireless Data Comm,11664,36072,false,0
Public Utilities Fund,PU Capital Improvement Mgmt,Employee Benefits,Medicare,10593.01,36277.12,false,0
General Fund,IT Application Support,Salaries and Wages,Longevity,9539.39,36406.23,false,0
General Fund,Office of the Fire Marshall,Miscellaneous,Training & Travel & Reg,1500,36490,false,0
General Fund,PRCR - Recreation-School Based,Direct Expenses,Parks & Recreation Trips,-7500,36500,false,0
General Fund,Treasury Office,Employee Benefits,Health Insurance,-48,36552,false,0
Public Utilities Fund,PU Sewer Maintenance,Capital Equipment,Safety/Hazmat Equip,28150,36900,false,0
Public Utilities Fund,PU Capital Improvement Mgmt,Miscellaneous,Training & Travel & Reg,7000,37000,false,0
Public Utilities Fund,PU Meters,Direct Expenses,Computer Lease,-28211,37056,false,0
General Fund,PRCR - F&O - City Fac Maint,Direct Expenses,Small Equipment,22000,37141.88,false,0
Rcc/Pac Operations Fund,RCC Downtown Amphitheatre,Employee Benefits,Health Insurance,7979.88,37197.48,false,0
Public Utilities Fund,PU Facilities Support,Employee Benefits,Social Security,3609,37206.62,false,0
Stormwater Utility Fund,Stormwater Management,Direct Expenses,Equipment Usage Charge,-600,37380,false,0
Public Utilities Fund,PU Sewer Maintenance,Salaries and Wages,Longevity,7572.73,37471.83,false,0
General Fund,Police Special Operations,Direct Expenses,Small Equipment,0,37500,false,0
General Fund,PRCR - Recreation,Direct Expenses,Copier Maintenance/Impressions,-617,37594,false,0
Housing Development-Operating,Community Development,Housing Programs,City Housing Fd Prin Repay,22627,37627,true,0
Rcc/Pac Operations Fund,RCC Facility,Employee Benefits,Medicare,8401.29,37757.33,false,0
Public Utilities Fund,PU Sewer Maintenance,Salaries and Wages,Salary Reserve,0,37873,false,0
Public Utilities Fund,Resource Recovery,Miscellaneous,Licenses/Dues & Publications,0,38000,false,0
SWS Operating Fund,Solid Waste Yardwaste Ctr,Direct Expenses,Operational & Maint Supplies,-12000,38000,false,0
Revolving Fund,PRCR - Recreation,Vhip,Approp From Prior Year,-12400,38000,true,0
Public Utilities Fund,PU Sewer Maintenance,Direct Expenses,Lease-Equipment,17000,38088,false,0
General Fund,Office of Economic Development,Employee Benefits,Health Insurance,6708,38112,false,0
Parking Facilities Fund-Operat,Parking Operations,Direct Expenses,Equipment Usage Charge,4360,38490,false,0
Home Grant,Community Development,Non-Program Revenues,Rental Income,0,38678,true,0
General Fund,Fire Training,Employee Benefits,Social Security,1238.61,38919.97,false,0
General Fund,Fire Training,Direct Expenses,Operational & Maint Supplies,4000,38950,false,0
General Fund,Fire-Hazmat Operations,Direct Expenses,Hazmat Supplies,0,39000,false,0
General Fund,Payroll,Employee Benefits,Health Insurance,11106.24,39054.24,false,0
Parking Facilities Fund-Operat,Parking Operations,Miscellaneous,Postage,0,39400,false,0
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Longevity,7357.78,39525.14,false,0
General Fund,PRCR - Recreation,Direct Expenses,Parks & Recreation Trips,12160,39660,false,0
General Fund,PRCR - Parks - Urban Trees,Direct Expenses,Operational & Maint Supplies,-2000,39675,false,0
General Fund,Public Affairs-RTN,Direct Expenses,Service Contracts-Other,18780,39680,false,0
General Fund,Police Administrative Services,Direct Expenses,Office Supplies,-11960,39800,false,0
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Medicare,-1866.38,39849.79,false,0
General Fund,Finance Administration,Miscellaneous,Organization Dev & Training,0,40000,false,0
General Fund,IT Strategy & Planning,Direct Expenses,Wireless Data Comm,-9525,40000,false,0
General Fund,Police Administrative Services,Salaries and Wages,Salaries-Ot For Ft Staff,0,40000,false,0
Housing Development-Operating,Community Development,Salaries and Wages,Salaries-Pt Temp/Seasonal,25000,40000,false,0
Parking Debt Service Fund,Treasury Office,Direct Expenses,Bond Re-Marketing Fees,0,40000,false,0
Parking Facilities Fund-Operat,Parking Operations,Direct Expenses,Print Copy-Rmb,900,40000,false,0
Parking Facilities Fund-Operat,Parking Operations,Other Expense,Penalty Pmts Due Wcpss (90% Of,-2000,40000,false,0
Rcc/Pac Operations Fund,RCC Facility,Direct Expenses,Cleaning Supplies,0,40000,false,0
Rcc/Pac Operations Fund,RCC Facility,Direct Expenses,Repairs-Bldg/Structure,0,40000,false,0
Revolving Fund,Public Affairs-RTN,Other Expense,Other External Agencies,0,40000,false,0
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Violations-Housing (Wcpss 90%),-4000,40000,true,0
